tephra_name,longitude,latitude,site,SiO2,TiO2,Al2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,total,reference
Hekla 3 Tephra,-19.956,65.511,Tungunesmuli,66.24,0.6,15.11,6.53,0.19,0.71,3.61,4.71,2,,99.69,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 3 Tephra,-19.956,65.511,Tungunesmuli,66.24,0.59,15.17,6.48,0.27,0.6,3.53,4.54,2.01,,99.44,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 3 Tephra,-19.956,65.511,Tungunesmuli,65.61,0.66,14.81,7,0.22,0.72,3.75,4.44,1.93,,99.13,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 3 Tephra,-19.956,65.511,Tungunesmuli,65.07,0.61,14.63,6.39,0.24,0.71,3.59,4.32,1.91,,97.46,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 3 Tephra,-19.956,65.511,Tungunesmuli,63.82,0.62,14.71,6.8,0.2,0.68,3.76,4.24,1.87,,96.71,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 3 Tephra,-19.956,65.511,Tungunesmuli,63.72,0.66,14.84,7.35,0.29,0.94,4.09,4.41,1.82,,98.12,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 3 Tephra,-19.956,65.511,Tungunesmuli,68.2,0.45,14.45,5.45,0.21,0.4,3.31,4.7,2.2,,99.37,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 3 Tephra,-19.956,65.511,Tungunesmuli,69.02,0.41,14.84,5.2,0.24,0.38,3.22,4.78,1.92,,100,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 3 Tephra,-19.956,65.511,Tungunesmuli,65.3,0.62,14.76,6.76,0.23,0.62,3.58,4.19,1.73,,97.8,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,73.76,0.1,12.84,1.81,0.08,0.04,1.34,4.46,2.94,,97.37,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,75.08,0.09,12.88,2.06,0.08,0.02,1.34,4.51,2.92,,98.99,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,74.57,0.17,12.98,2.09,0.02,0.01,1.36,4.56,2.82,,98.58,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,72.77,0.08,13.08,1.86,0.08,0.04,1.25,4.34,2.83,,96.33,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,73.78,0.1,12.94,1.94,0.1,0.05,1.38,4.16,2.83,,97.29,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,73.21,0.14,13.1,1.93,0.06,0.05,1.37,4.36,3.04,,97.26,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,72.42,0.13,12.64,1.92,0.1,0.06,1.35,4.58,2.86,,96.06,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,75.27,0.11,12.77,1.94,0.08,0.02,1.28,4.77,2.93,,99.16,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,73.87,0.11,13.06,1.97,0.08,0.02,1.22,4.35,2.9,,97.58,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,75.08,0.08,13.04,1.82,0.05,0.03,1.27,4.59,2.91,,98.86,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,75.53,0.08,12.97,1.89,0.08,0.06,1.27,4.07,2.8,,98.76,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,72.2,0.07,12.39,1.91,0.09,0.05,1.26,4.28,2.82,,95.07,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,72.64,0.07,12.8,1.94,0.06,0.03,1.28,4.58,3.05,,96.44,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,74.85,0.15,12.98,1.86,0.12,0.01,1.19,4.36,2.85,,98.37,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,73.57,0.12,13.05,1.91,0.07,0.06,1.34,4.34,2.77,,97.24,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,75.63,0.11,13.45,1.96,0.09,0.02,1.28,4.5,2.92,,99.96,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,74.19,0.1,12.95,1.75,0.06,0.02,1.27,4.45,2.78,,97.57,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,73.67,0.09,12.59,1.94,0.09,0.05,1.25,4.42,2.79,,96.87,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,72.31,0.14,12.68,1.89,0.09,0.07,1.31,4.32,2.78,,95.59,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,-20.04,65.5,Audkula,75.71,0.12,12.8,1.94,0.05,0.03,1.25,4.5,3.04,,99.43,"Boygle, J.E. (1994) Tephra in lake sediments: An unambiguous geochronological marker? PhD. Thesis, University of Edinburgh, Edinburgh"
Hekla 4 Tephra,13.742,68.247,Borge,72.29,0.16,13.17,1.89,,0.04,1.23,4.34,2.74,,95.86,"Pilcher, J., Bradley, R. S., Francus, P. and Anderson, L. (2005) A Holocene tephra record from the Lofoten Islands, Arctic Norway. Boreas  34 136-156"
Hekla 4 Tephra,13.742,68.247,Borge,71.94,0.14,13.31,1.97,,0.03,1.29,4.12,2.75,,95.55,"Pilcher, J., Bradley, R. S., Francus, P. and Anderson, L. (2005) A Holocene tephra record from the Lofoten Islands, Arctic Norway. Boreas  34 136-156"
Hekla 4 Tephra,13.742,68.247,Borge,73.39,0.03,13.53,1.95,,0.04,1.27,4.42,2.74,,97.34,"Pilcher, J., Bradley, R. S., Francus, P. and Anderson, L. (2005) A Holocene tephra record from the Lofoten Islands, Arctic Norway. Boreas  34 136-156"
Hekla 4 Tephra,13.742,68.247,Borge,71.8,0.13,13.46,1.87,,0.05,1.29,4.17,2.78,,95.56,"Pilcher, J., Bradley, R. S., Francus, P. and Anderson, L. (2005) A Holocene tephra record from the Lofoten Islands, Arctic Norway. Boreas  34 136-156"
Hekla 4 Tephra,13.742,68.247,Borge,73.72,0.13,13.43,1.96,,0.04,1.58,4.3,2.82,,97.98,"Pilcher, J., Bradley, R. S., Francus, P. and Anderson, L. (2005) A Holocene tephra record from the Lofoten Islands, Arctic Norway. Boreas  34 136-156"
Hekla 4 Tephra,13.742,68.247,Borge,72.17,0.14,13.14,1.87,,0,1.3,4.23,2.8,,95.65,"Pilcher, J., Bradley, R. S., Francus, P. and Anderson, L. (2005) A Holocene tephra record from the Lofoten Islands, Arctic Norway. Boreas  34 136-156"
Hekla 4 Tephra,13.742,68.247,Borge,71.31,0.2,13.18,1.94,,0.09,1.39,4.16,2.77,,95.03,"Pilcher, J., Bradley, R. S., Francus, P. and Anderson, L. (2005) A Holocene tephra record from the Lofoten Islands, Arctic Norway. Boreas  34 136-156"
Hekla 4 Tephra,13.742,68.247,Borge,73.04,0.12,13.46,1.95,,0,1.37,4.56,2.78,,97.27,"Pilcher, J., Bradley, R. S., Francus, P. and Anderson, L. (2005) A Holocene tephra record from the Lofoten Islands, Arctic Norway. Boreas  34 136-156"
Hekla 4 Tephra,13.742,68.247,Borge,71.95,0.15,13.12,1.91,,0,1.33,3.99,2.81,,95.26,"Pilcher, J., Bradley, R. S., Francus, P. and Anderson, L. (2005) A Holocene tephra record from the Lofoten Islands, Arctic Norway. Boreas  34 136-156"
Hekla 4 Tephra,13.742,68.247,Borge,71.72,0.14,13.39,1.87,,0,1.33,4.2,2.75,,95.4,"Pilcher, J., Bradley, R. S., Francus, P. and Anderson, L. (2005) A Holocene tephra record from the Lofoten Islands, Arctic Norway. Boreas  34 136-156"
Hekla 4 Tephra,13.742,68.247,Borge,72.3,0.15,13.27,1.85,,0.03,1.29,4.12,2.77,,95.77,"Pilcher, J., Bradley, R. S., Francus, P. and Anderson, L. (2005) A Holocene tephra record from the Lofoten Islands, Arctic Norway. Boreas  34 136-156"
Hekla 4 Tephra,13.742,68.247,Borge,71.78,0.17,13.3,1.99,,0.06,1.48,4.07,2.91,,95.76,"Pilcher, J., Bradley, R. S., Francus, P. and Anderson, L. (2005) A Holocene tephra record from the Lofoten Islands, Arctic Norway. Boreas  34 136-156"
Hekla 4 Tephra,13.742,68.247,Borge,72.57,0.14,13.31,1.83,,0.05,1.32,4.03,2.82,,96.06,"Pilcher, J., Bradley, R. S., Francus, P. and Anderson, L. (2005) A Holocene tephra record from the Lofoten Islands, Arctic Norway. Boreas  34 136-156"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,72.38,0.09,12.05,2.07,0.12,0.01,1.36,4.89,2.85,,95.82,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,72.29,0.1,12.69,1.94,0.08,0.04,1.27,4.4,2.75,,95.55,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,72.47,0.08,12.58,1.98,0.09,0.02,1.28,4.22,2.88,,95.59,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,71.66,0.08,12.47,1.98,0.12,0.03,1.28,4.86,2.76,,95.24,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,73.4,0.07,12.91,1.91,0.16,0.01,1.33,3.58,2.91,,96.26,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,71.68,0.11,12.32,1.92,0.11,0.02,1.27,4.87,2.82,,95.11,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,72.11,0.08,12.39,1.98,0.07,0.08,1.27,4.57,2.69,,95.24,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,72.48,0.05,13,1.93,0.07,0,1.32,4.74,2.83,,96.42,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,72.59,0.1,12.9,2.02,0.08,0.03,1.34,4.15,2.83,,96.04,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,72.71,0.06,12.96,2.04,0.13,0.02,1.27,4.19,2.64,,96.02,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,72.53,0.12,12.48,1.94,0.03,0.03,1.32,4.68,2.79,,95.91,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,72.5,0.09,12.7,2,0.15,0,1.32,3.74,2.82,,95.31,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,73.02,0.05,12.86,2.05,0.08,0.05,1.3,4.12,2.96,,96.48,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,73.26,0.08,12.8,1.92,0.05,0.02,1.33,4.97,2.74,,97.16,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,73.24,0.07,12.68,1.98,0.1,0.04,1.28,4.69,2.89,,96.95,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,72.35,0.05,12.63,1.93,0.06,0,1.31,4.19,2.85,,95.35,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,72.91,0.09,13.09,1.98,0.13,0.04,1.32,3.79,2.8,,96.16,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,72.79,0.11,12.66,1.79,0.07,0.02,1.32,4.97,3,,96.72,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,73.09,0.07,13.41,1.91,0.12,0.05,1.26,3.81,2.79,,96.5,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-6.548,54.888,Dead Island Bog,73.73,0.09,12.49,2.09,0.1,0.03,1.29,4.37,2.75,,96.95,"Swindles, G. (2006) Reconstructions of Holocene climate change from peatland in the north of Ireland.  Unpublished PhD thesis, Queen's Unversity, Belfast"
Hekla 4 Tephra,-7.043,62.304,Eidi,63.14,0.57,14.02,8.02,0.29,0.35,3.94,4.59,1.74,,96.66,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.043,62.304,Eidi,61.8,0.78,14.33,9.11,0.31,0.79,4.47,4.31,1.74,,97.64,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.043,62.304,Eidi,73.32,0.11,12.78,2.02,0.04,0.04,1.44,4.46,2.99,,97.2,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.043,62.304,Eidi,65.2,0.6,14.11,7.32,0.25,0.37,3.84,4.25,1.99,,97.93,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.043,62.304,Eidi,61.35,0.82,14.51,9.77,0.32,0.74,4.6,4.45,1.38,,97.94,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.043,62.304,Eidi,63.92,0.53,13.96,8.16,0.34,0.57,4.86,4.86,1.51,,98.71,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.043,62.304,Eidi,63.05,0.81,14.71,8.72,0.27,0.77,4.16,4.29,1.89,,98.67,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.043,62.304,Eidi,59.28,0.82,14.33,9.2,0.28,0.92,4.39,4.24,1.59,,95.05,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.043,62.304,Eidi,63.01,0.57,14.77,7.95,0.19,0.44,4.44,5.1,1.55,,98.02,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-7.043,62.304,Eidi,62.72,0.69,14.41,7.95,0.3,0.62,4.45,5.16,1.59,,97.89,"Wastegard, S., Bjorck, S., Grauert, M. and Hannon, G.E. (2001) The Mjauvotn tephra and other Holocene tephra horizons from the Faroe Islands: a link between the Icelandic source region, the Nordic Seas, and the European continent. The Holocene  11(1) 101-109."
Hekla 4 Tephra,-2.92,53.9,Fenton Cottage,72.49,0.16,13.25,1.93,,0.02,1.35,4.32,3.24,,96.76,"Pilcher, J.R. and Hall, V.A. (1996) Tephrochronological studies in northern England. The Holocene  6 (1) 100-105"
Hekla 4 Tephra,-2.92,53.9,Fenton Cottage,73.37,0.14,13.33,1.93,,0.03,1.36,4.83,3.03,,98.03,"Pilcher, J.R. and Hall, V.A. (1996) Tephrochronological studies in northern England. The Holocene  6 (1) 100-105"
Hekla 4 Tephra,-2.92,53.9,Fenton Cottage,72.56,0.17,13.18,1.85,,0.02,1.35,4.57,2.94,,96.64,"Pilcher, J.R. and Hall, V.A. (1996) Tephrochronological studies in northern England. The Holocene  6 (1) 100-105"
Hekla 4 Tephra,-2.92,53.9,Fenton Cottage,71.52,0.13,13.21,1.87,,0.03,1.38,4.34,3.4,,95.88,"Pilcher, J.R. and Hall, V.A. (1996) Tephrochronological studies in northern England. The Holocene  6 (1) 100-105"
Hekla 4 Tephra,-2.92,53.9,Fenton Cottage,74.26,0.17,13.52,1.9,,0.02,1.44,4.81,3.47,,99.59,"Pilcher, J.R. and Hall, V.A. (1996) Tephrochronological studies in northern England. The Holocene  6 (1) 100-105"
Hekla 4 Tephra,-2.92,53.9,Fenton Cottage,72.77,0.14,13.33,1.9,,0.03,1.43,4.67,3.22,,97.48,"Pilcher, J.R. and Hall, V.A. (1996) Tephrochronological studies in northern England. The Holocene  6 (1) 100-105"
Hekla 4 Tephra,-2.92,53.9,Fenton Cottage,71.17,0.15,13.09,1.82,,0.02,1.35,4.54,3.27,,95.41,"Pilcher, J.R. and Hall, V.A. (1996) Tephrochronological studies in northern England. The Holocene  6 (1) 100-105"
Hekla 4 Tephra,-2.92,53.9,Fenton Cottage,73,0.16,13.26,1.97,,0.03,1.37,4.67,3.62,,98.09,"Pilcher, J.R. and Hall, V.A. (1996) Tephrochronological studies in northern England. The Holocene  6 (1) 100-105"
Hekla 4 Tephra,-2.92,53.9,Fenton Cottage,73.44,0.14,12.84,1.57,,0.03,1.19,4.71,3.31,,97.22,"Pilcher, J.R. and Hall, V.A. (1996) Tephrochronological studies in northern England. The Holocene  6 (1) 100-105"
Hekla 4 Tephra,-2.92,53.9,Fenton Cottage,73.3,0.14,13.31,2,,0.02,1.39,4.41,3.25,,97.81,"Pilcher, J.R. and Hall, V.A. (1996) Tephrochronological studies in northern England. The Holocene  6 (1) 100-105"
Hekla 4 Tephra,-2.92,53.9,Fenton Cottage,72.37,0.16,12.94,1.95,,0.03,1.39,4.47,3.28,,96.59,"Pilcher, J.R. and Hall, V.A. (1996) Tephrochronological studies in northern England. The Holocene  6 (1) 100-105"
Hekla 4 Tephra,-2.92,53.9,Fenton Cottage,72.27,0.17,13,1.79,,0.04,1.32,4.56,3.27,,96.41,"Pilcher, J.R. and Hall, V.A. (1996) Tephrochronological studies in northern England. The Holocene  6 (1) 100-105"
Hekla 4 Tephra,-2.92,53.9,Fenton Cottage,71.42,0.16,13.09,1.8,,0.02,1.36,4.49,3.33,,95.65,"Pilcher, J.R. and Hall, V.A. (1996) Tephrochronological studies in northern England. The Holocene  6 (1) 100-105"
